Time,Noisy Signal,Clean Signal
0.0252,1695,2048
0.0253,1695,2048
0.0254,1695,2048
0.0255,1695,2048
0.0256,1695,2048
0.0257,1695,2048
0.0258,1695,2048
0.0259,1695,2048
0.026,1695,2048
0.0261,1695,2048
0.0262,1695,2048
0.0263,1695,2048
0.0264,1695,2048
0.0265,1695,2048
0.0266,1695,2048
0.0267,1695,2048
0.0268,1695,2048
0.0269,1695,2048
0.027,1695,2048
0.0271,1695,2048
0.0272,1695,2048
0.0273,1695,2048
0.0274,1695,2048
0.0275,1695,2048
0.0276,1695,2048
0.0277,1695,2048
0.0278,1695,2048
0.0279,1695,2048
0.028,1695,2048
0.0281,1695,2048
0.0282,1695,2048
0.0283,1695,2048
0.0284,1695,2048
0.0285,1695,2048
0.0286,1695,2048
0.0287,1695,2048
0.0288,1695,2048
0.0289,1695,2048
0.029,1695,2048
0.0291,1695,2048
0.0292,1695,2048
0.0293,1695,2048
0.0294,1695,2048
0.0295,1695,2048
0.0296,1695,2048
0.0297,1695,2048
0.0298,1695,2048
0.0299,1695,2048
0.03,1695,2048
0.0301,1695,2048
0.0302,1695,2048
0.0303,1695,2048
0.0304,1695,2048
0.0305,1695,2048
0.0306,1695,2048
0.0307,1695,2048
0.0308,1695,2048
0.0309,1695,2048
0.031,1695,2048
0.0311,1695,2048
0.0312,1695,2048
0.0313,1695,2048
0.0314,1695,2048
0.0315,1695,2048
0.0316,1695,2048
0.0317,1695,2048
0.0318,1695,2048
0.0319,1695,2048
0.032,1695,2048
0.0321,1695,2048
0.0322,1695,2048
0.0323,1695,2048
0.0324,1695,2048
0.0325,1695,2048
0.0326,1695,2048
0.0327,1695,2048
0.0328,1695,2048
0.0329,1695,2048
0.033,1695,2048
0.0331,1695,2048
0.0332,1695,2048
0.0333,1695,2048
0.0334,1695,2048
0.0335,1695,2048
0.0336,1695,2048
0.0337,1695,2048
0.0338,1695,2048
0.0339,1695,2048
0.034,1695,2048
0.0341,1695,2048
0.0342,1695,2048
0.0343,1695,2048
0.0344,1695,2048
0.0345,1695,2048
0.0346,1695,2048
0.0347,1695,2048
0.0348,1695,2048
0.0349,1695,2048
0.035,1695,2048
0.0351,1695,2048
0.0352,1695,2048
0.0353,1695,2048
0.0354,1695,2048
0.0355,1695,2048
0.0356,1695,2048
0.0357,1695,2048
0.0358,1695,2048
0.0359,1695,2048
0.036,1695,2048
0.0361,1695,2048
0.0362,1695,2048
0.0363,1695,2048
0.0364,1695,2048
0.0365,1695,2048
0.0366,1695,2048
0.0367,1695,2048
0.0368,1695,2048
0.0369,1695,2048
0.037,1695,2048
0.0371,1695,2048
0.0372,1695,2048
0.0373,1695,2048
0.0374,1695,2048
0.0375,1695,2048
0.0376,1695,2048
0.0377,1695,2048
0.0378,1695,2048
0.0379,1695,2048
0.038,1695,2048
0.0381,1695,2048
0.0382,1695,2048
0.0383,1695,2048
0.0384,1695,2048
0.0385,1695,2048
0.0386,1695,2048
0.0387,1695,2048
0.0388,1695,2048
0.0389,1695,2048
0.039,1695,2048
0.0391,1695,2048
0.0392,1695,2048
0.0393,1695,2048
0.0394,1695,2048
0.0395,1695,2048
0.0396,1695,2048
0.0397,1695,2048
0.0398,1695,2048
0.0399,1695,2048
0.04,1695,2048
0.0401,1695,2048
0.0402,1695,2048
0.0403,1695,2048
0.0404,1695,2048
0.0405,1695,2048
0.0406,1695,2048
0.0407,1695,2048
0.0408,1695,2048
0.0409,1695,2048
0.041,1695,2048
0.0411,1695,2048
0.0412,1695,2048
0.0413,1695,2048
0.0414,1695,2048
0.0415,1695,2048
0.0416,1695,2048
0.0417,1695,2048
0.0418,1695,2048
0.0419,1695,2048
0.042,1695,2048
0.0421,1695,2048
0.0422,1695,2048
0.0423,1695,2048
0.0424,1695,2048
0.0425,1695,2048
0.0426,1695,2048
0.0427,1695,2048
0.0428,1695,2048
0.0429,1695,2048
0.043,1695,2048
0.0431,1695,2048
0.0432,1695,2048
0.0433,1695,2048
0.0434,1695,2048
0.0435,1695,2048
0.0436,1695,2048
0.0437,1695,2048
0.0438,1695,2048
0.0439,1695,2048
0.044,1695,2048
0.0441,1695,2048
0.0442,1695,2048
0.0443,1695,2048
0.0444,1695,2048
0.0445,1695,2048
0.0446,1695,2048
0.0447,1695,2048
0.0448,1695,2048
0.0449,1695,2048
0.045,1695,2048
0.0451,1695,2048
0.0452,1695,2048
0.0453,1695,2048
0.0454,1695,2048
0.0455,1695,2048
0.0456,1695,2048
0.0457,1695,2048
0.0458,1695,2048
0.0459,1695,2048
0.046,1695,2048
0.0461,1695,2048
0.0462,1695,2048
0.0463,1695,2048
0.0464,1695,2048
0.0465,1695,2048
0.0466,1695,2048
0.0467,1695,2048
0.0468,1695,2048
0.0469,1695,2048
0.047,1695,2048
0.0471,1695,2048
0.0472,1695,2048
0.0473,1695,2048
0.0474,1695,2048
0.0475,1695,2048
0.0476,1695,2048
0.0477,1695,2048
0.0478,1695,2048
0.0479,1695,2048
0.048,1695,2048
0.0481,1695,2048
0.0482,1695,2048
0.0483,1695,2048
0.0484,1695,2048
0.0485,1695,2048
0.0486,1695,2048
0.0487,1695,2048
0.0488,1695,2048
0.0489,1695,2048
0.049,1695,2048
0.0491,1695,2048
0.0492,1695,2048
0.0493,1695,2048
0.0494,1695,2048
0.0495,1695,2048
0.0496,1695,2048
0.0497,1695,2048
0.0498,1695,2048
0.0499,1695,2048
0.05,2343,2048
0.0501,2343,2048
0.0502,2343,2048
0.0503,2343,2048
0.0504,2343,2048
0.0505,2343,2048
0.0506,2343,2048
0.0507,2343,2048
0.0508,2343,2048
0.0509,2343,2048
0.051,2343,2048
0.0511,2343,2048
0.0512,2343,2048
0.0513,2343,2048
0.0514,2343,2048
0.0515,2343,2048
0.0516,2343,2048
0.0517,2343,2048
0.0518,2343,2048
0.0519,2343,2048
0.052,2343,2048
0.0521,2343,2048
0.0522,2343,2048
0.0523,2343,2048
0.0524,2343,2048
0.0525,2343,2048
0.0526,2343,2048
0.0527,2343,2048
0.0528,2343,2048
0.0529,2343,2048
0.053,2343,2048
0.0531,2343,2048
0.0532,2343,2048
0.0533,2343,2048
0.0534,2343,2048
0.0535,2343,2048
0.0536,2343,2048
0.0537,2343,2048
0.0538,2343,2048
0.0539,2343,2048
0.054,2343,2048
0.0541,2343,2048
0.0542,2343,2048
0.0543,2343,2048
0.0544,2343,2048
0.0545,2343,2048
0.0546,2343,2048
0.0547,2343,2048
0.0548,2343,2048
0.0549,2343,2048
0.055,2343,2048
0.0551,2343,2048
0.0552,2343,2048
0.0553,2343,2048
0.0554,2343,2048
0.0555,2343,2048
0.0556,2343,2048
0.0557,2343,2048
0.0558,2343,2048
0.0559,2343,2048
0.056,2343,2048
0.0561,2343,2048
0.0562,2343,2048
0.0563,2343,2048
0.0564,2343,2048
0.0565,2343,2048
0.0566,2343,2048
0.0567,2343,2048
0.0568,2343,2048
0.0569,2343,2048
0.057,2343,2048
0.0571,2343,2048
0.0572,2343,2048
0.0573,2343,2048
0.0574,2343,2048
0.0575,2343,2048
0.0576,2343,2048
0.0577,2343,2048
0.0578,2343,2048
0.0579,2343,2048
0.058,2343,2048
0.0581,2343,2048
0.0582,2343,2048
0.0583,2343,2048
0.0584,2343,2048
0.0585,2343,2048
0.0586,2343,2048
0.0587,2343,2048
0.0588,2343,2048
0.0589,2343,2048
0.059,2343,2048
0.0591,2343,2048
0.0592,2343,2048
0.0593,2343,2048
0.0594,2343,2048
0.0595,2343,2048
0.0596,2343,2048
0.0597,2343,2048
0.0598,2343,2048
0.0599,2343,2048
0.06,2343,2048
0.0601,2343,2048
0.0602,2343,2048
0.0603,2343,2048
0.0604,2343,2048
0.0605,2343,2048
0.0606,2343,2048
0.0607,2343,2048
0.0608,2343,2048
0.0609,2343,2048
0.061,2343,2048
0.0611,2343,2048
0.0612,2343,2048
0.0613,2343,2048
0.0614,2343,2048
0.0615,2343,2048
0.0616,2343,2048
0.0617,2343,2048
0.0618,2343,2048
0.0619,2343,2048
0.062,2343,2048
0.0621,2343,2048
0.0622,2343,2048
0.0623,2343,2048
0.0624,2343,2048
0.0625,2343,2048
0.0626,2343,2048
0.0627,2343,2048
0.0628,2343,2048
0.0629,2343,2048
0.063,2343,2048
0.0631,2343,2048
0.0632,2343,2048
0.0633,2343,2048
0.0634,2343,2048
0.0635,2343,2048
0.0636,2343,2048
0.0637,2343,2048
0.0638,2343,2048
0.0639,2343,2048
0.064,2343,2048
0.0641,2343,2048
0.0642,2343,2048
0.0643,2343,2048
0.0644,2343,2048
0.0645,2343,2048
0.0646,2343,2048
0.0647,2343,2048
0.0648,2343,2048
0.0649,2343,2048
0.065,2343,2048
0.0651,2343,2048
0.0652,2343,2048
0.0653,2343,2048
0.0654,2343,2048
0.0655,2343,2048
0.0656,2343,2048
0.0657,2343,2048
0.0658,2343,2048
0.0659,2343,2048
0.066,2343,2048
0.0661,2343,2048
0.0662,2343,2048
0.0663,2343,2048
0.0664,2343,2048
0.0665,2343,2048
0.0666,2343,2048
0.0667,2343,2048
0.0668,2343,2048
0.0669,2343,2048
0.067,2343,2048
0.0671,2343,2048
0.0672,2343,2048
0.0673,2343,2048
0.0674,2343,2048
0.0675,2343,2048
0.0676,2343,2048
0.0677,2343,2048
0.0678,2343,2048
0.0679,2343,2048
0.068,2343,2048
0.0681,2343,2048
0.0682,2343,2048
0.0683,2343,2048
0.0684,2343,2048
0.0685,2343,2048
0.0686,2343,2048
0.0687,2343,2048
0.0688,2343,2048
0.0689,2343,2048
0.069,2343,2048
0.0691,2343,2048
0.0692,2343,2048
0.0693,2343,2048
0.0694,2343,2048
0.0695,2343,2048
0.0696,2343,2048
0.0697,2343,2048
0.0698,2343,2048
0.0699,2343,2048
0.07,2343,2048
0.0701,2343,2048
0.0702,2343,2048
0.0703,2343,2048
0.0704,2343,2048
0.0705,2343,2048
0.0706,2343,2048
0.0707,2343,2048
0.0708,2343,2048
0.0709,2343,2048
0.071,2343,2048
0.0711,2343,2048
0.0712,2343,2048
0.0713,2343,2048
0.0714,2343,2048
0.0715,2343,2048
0.0716,2343,2048
0.0717,2343,2048
0.0718,2343,2048
0.0719,2343,2048
0.072,2343,2048
0.0721,2343,2048
0.0722,2343,2048
0.0723,2343,2048
0.0724,2343,2048
0.0725,2343,2048
0.0726,2343,2048
0.0727,2343,2048
0.0728,2343,2048
0.0729,2343,2048
0.073,2343,2048
0.0731,2343,2048
0.0732,2343,2048
0.0733,2343,2048
0.0734,2343,2048
0.0735,2343,2048
0.0736,2343,2048
0.0737,2343,2048
0.0738,2343,2048
0.0739,2343,2048
0.074,2343,2048
0.0741,2343,2048
0.0742,2343,2048
0.0743,2343,2048
0.0744,2343,2048
0.0745,2343,2048
0.0746,2343,2048
0.0747,2343,2048
0.0748,2343,2048
0.0749,2343,2048
0.075,2343,2048
0.0751,2343,2048
0.0752,2343,2048
0.0753,2343,2048
0.0754,2343,2048
0.0755,2343,2048
0.0756,2343,2048
0.0757,2343,2048
0.0758,2343,2048
0.0759,2343,2048
0.076,2343,2048
0.0761,2343,2048
0.0762,2343,2048
0.0763,2343,2048
0.0764,2343,2048
0.0765,2343,2048
0.0766,2343,2048
0.0767,2343,2048
0.0768,2343,2048
0.0769,2343,2048
0.077,2343,2048
0.0771,2343,2048
0.0772,2343,2048
0.0773,2343,2048
0.0774,2343,2048
0.0775,2343,2048
0.0776,2343,2048
0.0777,2343,2048
0.0778,2343,2048
0.0779,2343,2048
0.078,2343,2048
0.0781,2343,2048
0.0782,2343,2048
0.0783,2343,2048
0.0784,2343,2048
0.0785,2343,2048
0.0786,2343,2048
0.0787,2343,2048
0.0788,2343,2048
0.0789,2343,2048
0.079,2343,2048
0.0791,2343,2048
0.0792,2343,2048
0.0793,2343,2048
0.0794,2343,2048
0.0795,2343,2048
0.0796,2343,2048
0.0797,2343,2048
0.0798,2343,2048
0.0799,2343,2048
0.08,2343,2048
0.0801,2343,2048
0.0802,2343,2048
0.0803,2343,2048
0.0804,2343,2048
0.0805,2343,2048
0.0806,2343,2048
0.0807,2343,2048
0.0808,2343,2048
0.0809,2343,2048
0.081,2343,2048
0.0811,2343,2048
0.0812,2343,2048
0.0813,2343,2048
0.0814,2343,2048
0.0815,2343,2048
0.0816,2343,2048
0.0817,2343,2048
0.0818,2343,2048
0.0819,2343,2048
0.082,2343,2048
0.0821,2343,2048
0.0822,2343,2048
0.0823,2343,2048
0.0824,2343,2048
0.0825,2343,2048
0.0826,2343,2048
0.0827,2343,2048
0.0828,2343,2048
0.0829,2343,2048
0.083,2343,2048
0.0831,2343,2048
0.0832,2343,2048
0.0833,2343,2048
0.0834,2343,2048
0.0835,2343,2048
0.0836,2343,2048
0.0837,2343,2048
0.0838,2343,2048
0.0839,2343,2048
0.084,2343,2048
0.0841,2343,2048
0.0842,2343,2048
0.0843,2343,2048
0.0844,2343,2048
0.0845,2343,2048
0.0846,2343,2048
0.0847,2343,2048
0.0848,2343,2048
0.0849,2343,2048
0.085,2343,2048
0.0851,2343,2048
0.0852,2343,2048
0.0853,2343,2048
0.0854,2343,2048
0.0855,2343,2048
0.0856,2343,2048
0.0857,2343,2048
0.0858,2343,2048
0.0859,2343,2048
0.086,2343,2048
0.0861,2343,2048
0.0862,2343,2048
0.0863,2343,2048
0.0864,2343,2048
0.0865,2343,2048
0.0866,2343,2048
0.0867,2343,2048
0.0868,2343,2048
0.0869,2343,2048
0.087,2343,2048
0.0871,2343,2048
0.0872,2343,2048
0.0873,2343,2048
0.0874,2343,2048
0.0875,2343,2048
0.0876,2343,2048
0.0877,2343,2048
0.0878,2343,2048
0.0879,2343,2048
0.088,2343,2048
0.0881,2343,2048
0.0882,2343,2048
0.0883,2343,2048
0.0884,2343,2048
0.0885,2343,2048
0.0886,2343,2048
0.0887,2343,2048
0.0888,2343,2048
0.0889,2343,2048
0.089,2343,2048
0.0891,2343,2048
0.0892,2343,2048
0.0893,2343,2048
0.0894,2343,2048
0.0895,2343,2048
0.0896,2343,2048
0.0897,2343,2048
0.0898,2343,2048
0.0899,2343,2048
0.09,2343,2048
0.0901,2343,2048
0.0902,2343,2048
0.0903,2343,2048
0.0904,2343,2048
0.0905,2343,2048
0.0906,2343,2048
0.0907,2343,2048
0.0908,2343,2048
0.0909,2343,2048
0.091,2343,2048
0.0911,2343,2048
0.0912,2343,2048
0.0913,2343,2048
0.0914,2343,2048
0.0915,2343,2048
0.0916,2343,2048
0.0917,2343,2048
0.0918,2343,2048
0.0919,2343,2048
0.092,2343,2048
0.0921,2343,2048
0.0922,2343,2048
0.0923,2343,2048
0.0924,2343,2048
0.0925,2343,2048
0.0926,2343,2048
0.0927,2343,2048
0.0928,2343,2048
0.0929,2343,2048
0.093,2343,2048
0.0931,2343,2048
0.0932,2343,2048
0.0933,2343,2048
0.0934,2343,2048
0.0935,2343,2048
0.0936,2343,2048
0.0937,2343,2048
0.0938,2343,2048
0.0939,2343,2048
0.094,2343,2048
0.0941,2343,2048
0.0942,2343,2048
0.0943,2343,2048
0.0944,2343,2048
0.0945,2343,2048
0.0946,2343,2048
0.0947,2343,2048
0.0948,2343,2048
0.0949,2343,2048
0.095,2343,2048
0.0951,2343,2048
0.0952,2343,2048
0.0953,2343,2048
0.0954,2343,2048
0.0955,2343,2048
0.0956,2343,2048
0.0957,2343,2048
0.0958,2343,2048
0.0959,2343,2048
0.096,2343,2048
0.0961,2343,2048
0.0962,2343,2048
0.0963,2343,2048
0.0964,2343,2048
0.0965,2343,2048
0.0966,2343,2048
0.0967,2343,2048
0.0968,2343,2048
0.0969,2343,2048
0.097,2343,2048
0.0971,2343,2048
0.0972,2343,2048
0.0973,2343,2048
0.0974,2343,2048
0.0975,2343,2048
0.0976,2343,2048
0.0977,2343,2048
0.0978,2343,2048
0.0979,2343,2048
0.098,2343,2048
0.0981,2343,2048
0.0982,2343,2048
0.0983,2343,2048
0.0984,2343,2048
0.0985,2343,2048
0.0986,2343,2048
0.0987,2343,2048
0.0988,2343,2048
0.0989,2343,2048
0.099,2343,2048
0.0991,2343,2048
0.0992,2343,2048
0.0993,2343,2048
0.0994,2343,2048
0.0995,2343,2048
0.0996,2343,2048
0.0997,2343,2048
0.0998,2343,2048
0.0999,2343,2048
0.1,2026,2150
0.1001,2026,2150
0.1002,2026,2150
0.1003,2026,2150
0.1004,2026,2150
0.1005,2026,2150
0.1006,2026,2150
0.1007,2026,2150
0.1008,2026,2150
0.1009,2026,2150
0.101,2026,2150
0.1011,2026,2150
0.1012,2026,2150
0.1013,2026,2150
0.1014,2026,2150
0.1015,2026,2150
0.1016,2026,2150
0.1017,2026,2150
0.1018,2026,2150
0.1019,2026,2150
0.102,2026,2150
0.1021,2026,2150
0.1022,2026,2150
0.1023,2026,2150
0.1024,2026,2150
0.1025,2026,2150
0.1026,2026,2150
0.1027,2026,2150
0.1028,2026,2150
0.1029,2026,2150
0.103,2026,2150
0.1031,2026,2150
0.1032,2026,2150
0.1033,2026,2150
0.1034,2026,2150
0.1035,2026,2150
0.1036,2026,2150
0.1037,2026,2150
0.1038,2026,2150
0.1039,2026,2150
0.104,2026,2150
0.1041,2026,2150
0.1042,2026,2150
0.1043,2026,2150
0.1044,2026,2150
0.1045,2026,2150
0.1046,2026,2150
0.1047,2026,2150
0.1048,2026,2150
0.1049,2026,2150
0.105,2026,2150
0.1051,2026,2150
0.1052,2026,2150
0.1053,2026,2150
0.1054,2026,2150
0.1055,2026,2150
0.1056,2026,2150
0.1057,2026,2150
0.1058,2026,2150
0.1059,2026,2150
0.106,2026,2150
0.1061,2026,2150
0.1062,2026,2150
0.1063,2026,2150
0.1064,2026,2150
0.1065,2026,2150
0.1066,2026,2150
0.1067,2026,2150
0.1068,2026,2150
0.1069,2026,2150
0.107,2026,2150
0.1071,2026,2150
0.1072,2026,2150
0.1073,2026,2150
0.1074,2026,2150
0.1075,2026,2150
0.1076,2026,2150
0.1077,2026,2150
0.1078,2026,2150
0.1079,2026,2150
0.108,2026,2150
0.1081,2026,2150
0.1082,2026,2150
0.1083,2026,2150
0.1084,2026,2150
0.1085,2026,2150
0.1086,2026,2150
0.1087,2026,2150
0.1088,2026,2150
0.1089,2026,2150
0.109,2026,2150
0.1091,2026,2150
0.1092,2026,2150
0.1093,2026,2150
0.1094,2026,2150
0.1095,2026,2150
0.1096,2026,2150
0.1097,2026,2150
0.1098,2026,2150
0.1099,2026,2150
0.11,2026,2150
0.1101,2026,2150
0.1102,2026,2150
0.1103,2026,2150
0.1104,2026,2150
0.1105,2026,2150
0.1106,2026,2150
0.1107,2026,2150
0.1108,2026,2150
0.1109,2026,2150
0.111,2026,2150
0.1111,2026,2150
0.1112,2026,2150
0.1113,2026,2150
0.1114,2026,2150
0.1115,2026,2150
0.1116,2026,2150
0.1117,2026,2150
0.1118,2026,2150
0.1119,2026,2150
0.112,2026,2150
0.1121,2026,2150
0.1122,2026,2150
0.1123,2026,2150
0.1124,2026,2150
0.1125,2026,2150
0.1126,2026,2150
0.1127,2026,2150
0.1128,2026,2150
0.1129,2026,2150
0.113,2026,2150
0.1131,2026,2150
0.1132,2026,2150
0.1133,2026,2150
0.1134,2026,2150
0.1135,2026,2150
0.1136,2026,2150
0.1137,2026,2150
0.1138,2026,2150
0.1139,2026,2150
0.114,2026,2150
0.1141,2026,2150
0.1142,2026,2150
0.1143,2026,2150
0.1144,2026,2150
0.1145,2026,2150
0.1146,2026,2150
0.1147,2026,2150
0.1148,2026,2150
0.1149,2026,2150
0.115,2026,2150
0.1151,2026,2150
0.1152,2026,2150
0.1153,2026,2150
0.1154,2026,2150
0.1155,2026,2150
0.1156,2026,2150
0.1157,2026,2150
0.1158,2026,2150
0.1159,2026,2150
0.116,2026,2150
0.1161,2026,2150
0.1162,2026,2150
0.1163,2026,2150
0.1164,2026,2150
0.1165,2026,2150
0.1166,2026,2150
0.1167,2026,2150
0.1168,2026,2150
0.1169,2026,2150
0.117,2026,2150
0.1171,2026,2150
0.1172,2026,2150
0.1173,2026,2150
0.1174,2026,2150
0.1175,2026,2150
0.1176,2026,2150
0.1177,2026,2150
0.1178,2026,2150
0.1179,2026,2150
0.118,2026,2150
0.1181,2026,2150
0.1182,2026,2150
0.1183,2026,2150
0.1184,2026,2150
0.1185,2026,2150
0.1186,2026,2150
0.1187,2026,2150
0.1188,2026,2150
0.1189,2026,2150
0.119,2026,2150
0.1191,2026,2150
0.1192,2026,2150
0.1193,2026,2150
0.1194,2026,2150
0.1195,2026,2150
0.1196,2026,2150
0.1197,2026,2150
0.1198,2026,2150
0.1199,2026,2150
0.12,2026,2150
0.1201,2026,2150
0.1202,2026,2150
0.1203,2026,2150
0.1204,2026,2150
0.1205,2026,2150
0.1206,2026,2150
0.1207,2026,2150
0.1208,2026,2150
0.1209,2026,2150
0.121,2026,2150
0.1211,2026,2150
0.1212,2026,2150
0.1213,2026,2150
0.1214,2026,2150
0.1215,2026,2150
0.1216,2026,2150
0.1217,2026,2150
0.1218,2026,2150
0.1219,2026,2150
0.122,2026,2150
0.1221,2026,2150
0.1222,2026,2150
0.1223,2026,2150
0.1224,2026,2150
0.1225,2026,2150
0.1226,2026,2150
0.1227,2026,2150
0.1228,2026,2150
0.1229,2026,2150
0.123,2026,2150
0.1231,2026,2150
0.1232,2026,2150
0.1233,2026,2150
0.1234,2026,2150
0.1235,2026,2150
0.1236,2026,2150
0.1237,2026,2150
0.1238,2026,2150
0.1239,2026,2150
0.124,2026,2150
0.1241,2026,2150
0.1242,2026,2150
0.1243,2026,2150
0.1244,2026,2150
0.1245,2026,2150
0.1246,2026,2150
0.1247,2026,2150
0.1248,2026,2150
0.1249,2026,2150
0.125,2026,2150
0.1251,2026,2150
0.1252,2026,2150
0.1253,2026,2150
0.1254,2026,2150
0.1255,2026,2150
0.1256,2026,2150
0.1257,2026,2150
0.1258,2026,2150
0.1259,2026,2150
0.126,2026,2150
0.1261,2026,2150
0.1262,2026,2150
0.1263,2026,2150
0.1264,2026,2150
0.1265,2026,2150
0.1266,2026,2150
0.1267,2026,2150
0.1268,2026,2150
0.1269,2026,2150
0.127,2026,2150
0.1271,2026,2150
0.1272,2026,2150
0.1273,2026,2150
0.1274,2026,2150
0.1275,2026,2150
0.1276,2026,2150
0.1277,2026,2150
0.1278,2026,2150
0.1279,2026,2150
0.128,2026,2150
